run,dim,method,K,jaccard_index,dataset
5,32,tSNE,30,0.5954583899823118,MIMIC
5,32,tSNE,50,0.5368845285131147,MIMIC
6,32,UMAP,10,0.4513442163274989,MIMIC
6,32,UMAP,30,0.447921823183999,MIMIC
6,32,UMAP,50,0.44828420661279106,MIMIC
6,32,PCA,10,0.22908608127633692,MIMIC
6,32,PCA,30,0.2547561941967515,MIMIC
6,32,PCA,50,0.2790630279018262,MIMIC
6,32,tSNE,10,0.5395764602090586,MIMIC
6,32,tSNE,30,0.5147456233469402,MIMIC
6,32,tSNE,50,0.5030138454064303,MIMIC
7,32,UMAP,10,0.29575906609737895,MIMIC
7,32,UMAP,30,0.3272643104373456,MIMIC
7,32,UMAP,50,0.33921630521786056,MIMIC
7,32,PCA,10,0.06474738119810568,MIMIC
7,32,PCA,30,0.10464489494266321,MIMIC
7,32,PCA,50,0.12806754123661274,MIMIC
7,32,tSNE,10,0.3970797608652408,MIMIC
7,32,tSNE,30,0.3752427682065802,MIMIC
7,32,tSNE,50,0.3677395722772264,MIMIC
8,32,UMAP,10,0.2267916610373212,MIMIC
8,32,UMAP,30,0.25294783072310084,MIMIC
8,32,UMAP,50,0.2674165684225658,MIMIC
8,32,PCA,10,0.036165693627811975,MIMIC
8,32,PCA,30,0.06040407042938158,MIMIC
8,32,PCA,50,0.08005718777387524,MIMIC
8,32,tSNE,10,0.33630630033027104,MIMIC
8,32,tSNE,30,0.31098480070949236,MIMIC
8,32,tSNE,50,0.30611586456751816,MIMIC
9,32,UMAP,10,0.2628057412262066,MIMIC
9,32,UMAP,30,0.29421276656167905,MIMIC
9,32,UMAP,50,0.3051027082216566,MIMIC
9,32,PCA,10,0.04864594402725658,MIMIC
9,32,PCA,30,0.08025674681094697,MIMIC
9,32,PCA,50,0.10204967138681403,MIMIC
9,32,tSNE,10,0.3775255388256386,MIMIC
9,32,tSNE,30,0.34997823188002575,MIMIC
9,32,tSNE,50,0.3468035251285723,MIMIC
0,64,UMAP,10,0.16221148784054135,MIMIC
0,64,UMAP,30,0.18370112499956562,MIMIC
0,64,UMAP,50,0.19420296657108055,MIMIC
0,64,PCA,10,0.02145779836352214,MIMIC
0,64,PCA,30,0.04098530336777136,MIMIC
0,64,PCA,50,0.05538178701424123,MIMIC
0,64,tSNE,10,0.28116074856124107,MIMIC
0,64,tSNE,30,0.2337329951946068,MIMIC
0,64,tSNE,50,0.22313296642965091,MIMIC
1,64,UMAP,10,0.19823148322900813,MIMIC
1,64,UMAP,30,0.22733824701106314,MIMIC
1,64,UMAP,50,0.24573495954895008,MIMIC
1,64,PCA,10,0.03526665317852696,MIMIC
1,64,PCA,30,0.06351465359263973,MIMIC
1,64,PCA,50,0.08396901306641136,MIMIC
1,64,tSNE,10,0.32458659342201596,MIMIC
1,64,tSNE,30,0.2876218592883433,MIMIC
1,64,tSNE,50,0.2837327296202236,MIMIC
2,64,UMAP,10,0.17496980459908465,MIMIC
2,64,UMAP,30,0.19830715300775964,MIMIC
2,64,UMAP,50,0.21003903802073473,MIMIC
2,64,PCA,10,0.029599883112640373,MIMIC
2,64,PCA,30,0.05252388420669089,MIMIC
2,64,PCA,50,0.06988440556907961,MIMIC
2,64,tSNE,10,0.2914796581492614,MIMIC
2,64,tSNE,30,0.24596468890460785,MIMIC
2,64,tSNE,50,0.23841486893988414,MIMIC
3,64,UMAP,10,0.1502834253800173,MIMIC
3,64,UMAP,30,0.17305713936118786,MIMIC
3,64,UMAP,50,0.18521137242188973,MIMIC
3,64,PCA,10,0.019318437528896722,MIMIC
3,64,PCA,30,0.039569303538789374,MIMIC
3,64,PCA,50,0.05405888800450376,MIMIC
3,64,tSNE,10,0.2648425929021757,MIMIC
3,64,tSNE,30,0.2226978813872337,MIMIC
3,64,tSNE,50,0.21577227872213525,MIMIC
4,64,UMAP,10,0.13137740157832534,MIMIC
4,64,UMAP,30,0.1549013423046174,MIMIC
4,64,UMAP,50,0.1682940420819078,MIMIC
4,64,PCA,10,0.016556410199383004,MIMIC
4,64,PCA,30,0.03324301075335059,MIMIC
4,64,PCA,50,0.04600253709565531,MIMIC
4,64,tSNE,10,0.23892502805733692,MIMIC
4,64,tSNE,30,0.20104068028577166,MIMIC
4,64,tSNE,50,0.1979354905159304,MIMIC
5,64,UMAP,10,0.1819565536702263,MIMIC
5,64,UMAP,30,0.19714427117473132,MIMIC
5,64,UMAP,50,0.20896945325608007,MIMIC
5,64,PCA,10,0.026655120603600722,MIMIC
5,64,PCA,30,0.04759635232243492,MIMIC
5,64,PCA,50,0.0642665480952212,MIMIC
5,64,tSNE,10,0.2980307708570858,MIMIC
5,64,tSNE,30,0.24940983301152753,MIMIC
5,64,tSNE,50,0.2426079449687114,MIMIC
6,64,UMAP,10,0.15486086877052335,MIMIC
6,64,UMAP,30,0.18080776726244938,MIMIC
6,64,UMAP,50,0.19382544166910018,MIMIC
6,64,PCA,10,0.016278213689634394,MIMIC
6,64,PCA,30,0.03249233508390624,MIMIC
6,64,PCA,50,0.0440598594894191,MIMIC
6,64,tSNE,10,0.26780414783301,MIMIC
6,64,tSNE,30,0.22473365479087212,MIMIC
6,64,tSNE,50,0.21672147687384238,MIMIC
7,64,UMAP,10,0.1598365450940606,MIMIC
7,64,UMAP,30,0.18710784238632228,MIMIC
7,64,UMAP,50,0.20064854778620464,MIMIC
7,64,PCA,10,0.023664697858926255,MIMIC
7,64,PCA,30,0.04393277764802987,MIMIC
7,64,PCA,50,0.058522857049000426,MIMIC
7,64,tSNE,10,0.27661670879681227,MIMIC
7,64,tSNE,30,0.24000487621516664,MIMIC
7,64,tSNE,50,0.2352753379588418,MIMIC
8,64,UMAP,10,0.23690800953212124,MIMIC
8,64,UMAP,30,0.2536466087618774,MIMIC
8,64,UMAP,50,0.2607441366926996,MIMIC
8,64,PCA,10,0.032271502208974415,MIMIC
8,64,PCA,30,0.05602175005361586,MIMIC
8,64,PCA,50,0.07368310135167522,MIMIC
8,64,tSNE,10,0.3492619029286199,MIMIC
8,64,tSNE,30,0.3054328245887909,MIMIC
8,64,tSNE,50,0.2972663404189823,MIMIC
9,64,UMAP,10,0.17114229660690264,MIMIC
9,64,UMAP,30,0.19968297143589533,MIMIC
9,64,UMAP,50,0.2177255928607156,MIMIC
9,64,PCA,10,0.02788492177802673,MIMIC
9,64,PCA,30,0.052708864816312165,MIMIC
9,64,PCA,50,0.07181110508989468,MIMIC
9,64,tSNE,10,0.2862515756916992,MIMIC
9,64,tSNE,30,0.25550500373591795,MIMIC
9,64,tSNE,50,0.2542636809085893,MIMIC
0,16,UMAP,10,0.4640260134125618,TCGA_LUAD
0,16,UMAP,30,0.4990855710256976,TCGA_LUAD
0,16,UMAP,50,0.5203008939026541,TCGA_LUAD
0,16,PCA,10,0.3235961063664025,TCGA_LUAD
0,16,PCA,30,0.4368271683992259,TCGA_LUAD
0,16,PCA,50,0.5237950091576414,TCGA_LUAD
0,16,tSNE,10,0.4977226446665997,TCGA_LUAD
0,16,tSNE,30,0.545086190343886,TCGA_LUAD
0,16,tSNE,50,0.6088130147254921,TCGA_LUAD
1,16,UMAP,10,0.40640950046342295,TCGA_LUAD
1,16,UMAP,30,0.44143999205747253,TCGA_LUAD
1,16,UMAP,50,0.46444727150914233,TCGA_LUAD
1,16,PCA,10,0.2232970153839543,TCGA_LUAD
1,16,PCA,30,0.3201818024729375,TCGA_LUAD
1,16,PCA,50,0.36823201600223204,TCGA_LUAD
1,16,tSNE,10,0.45338100164484874,TCGA_LUAD
1,16,tSNE,30,0.4926211420300699,TCGA_LUAD
1,16,tSNE,50,0.5297694190887652,TCGA_LUAD
2,16,UMAP,10,0.5156460399598384,TCGA_LUAD
2,16,UMAP,30,0.5368610262599675,TCGA_LUAD
2,16,UMAP,50,0.5884334519279576,TCGA_LUAD
2,16,PCA,10,0.32982064927770494,TCGA_LUAD
2,16,PCA,30,0.429546197642998,TCGA_LUAD
2,16,PCA,50,0.5048299098922797,TCGA_LUAD
2,16,tSNE,10,0.5407123945205535,TCGA_LUAD
2,16,tSNE,30,0.590833178608174,TCGA_LUAD
2,16,tSNE,50,0.6247568899001195,TCGA_LUAD
3,16,UMAP,10,0.43278577479121183,TCGA_LUAD
3,16,UMAP,30,0.4477897864045926,TCGA_LUAD
3,16,UMAP,50,0.5371335548453181,TCGA_LUAD
3,16,PCA,10,0.22908324179670544,TCGA_LUAD
3,16,PCA,30,0.33582570065894113,TCGA_LUAD
3,16,PCA,50,0.42555211758460826,TCGA_LUAD
3,16,tSNE,10,0.4729877184969134,TCGA_LUAD
3,16,tSNE,30,0.5063897682072428,TCGA_LUAD
3,16,tSNE,50,0.5667877698594465,TCGA_LUAD
4,16,UMAP,10,0.4159063373391284,TCGA_LUAD
4,16,UMAP,30,0.4616727345836885,TCGA_LUAD
4,16,UMAP,50,0.534397084575946,TCGA_LUAD
4,16,PCA,10,0.2265351186997305,TCGA_LUAD
4,16,PCA,30,0.33192718634669965,TCGA_LUAD
4,16,PCA,50,0.4084701597799965,TCGA_LUAD
4,16,tSNE,10,0.4703646327720543,TCGA_LUAD
4,16,tSNE,30,0.5143078691123233,TCGA_LUAD
4,16,tSNE,50,0.5611276076849102,TCGA_LUAD
5,16,UMAP,10,0.4941051969626837,TCGA_LUAD
5,16,UMAP,30,0.533241145175644,TCGA_LUAD
5,16,UMAP,50,0.5888956194825339,TCGA_LUAD
5,16,PCA,10,0.339949552241285,TCGA_LUAD
5,16,PCA,30,0.4765300279834493,TCGA_LUAD
5,16,PCA,50,0.562485379347879,TCGA_LUAD
5,16,tSNE,10,0.5376877979917615,TCGA_LUAD
5,16,tSNE,30,0.6018096378309762,TCGA_LUAD
5,16,tSNE,50,0.68140702046779,TCGA_LUAD
6,16,UMAP,10,0.34582609352052185,TCGA_LUAD
6,16,UMAP,30,0.40082503388264984,TCGA_LUAD
6,16,UMAP,50,0.3984192661354157,TCGA_LUAD
6,16,PCA,10,0.1641128166675432,TCGA_LUAD
6,16,PCA,30,0.2734726716495111,TCGA_LUAD
6,16,PCA,50,0.3504337084361869,TCGA_LUAD
6,16,tSNE,10,0.40935662420554497,TCGA_LUAD
6,16,tSNE,30,0.43012729461718613,TCGA_LUAD
6,16,tSNE,50,0.4626473974808413,TCGA_LUAD
7,16,UMAP,10,0.4419763493746909,TCGA_LUAD
7,16,UMAP,30,0.507193554841699,TCGA_LUAD
7,16,UMAP,50,0.5519132595281793,TCGA_LUAD
7,16,PCA,10,0.26102456926965456,TCGA_LUAD
7,16,PCA,30,0.39418611732350217,TCGA_LUAD
7,16,PCA,50,0.4602843280688058,TCGA_LUAD
7,16,tSNE,10,0.4867312983814094,TCGA_LUAD
7,16,tSNE,30,0.5459109278991411,TCGA_LUAD
7,16,tSNE,50,0.5748695251168895,TCGA_LUAD
8,16,UMAP,10,0.39812538312139,TCGA_LUAD
8,16,UMAP,30,0.45917224761283765,TCGA_LUAD
8,16,UMAP,50,0.47232213389234035,TCGA_LUAD
8,16,PCA,10,0.17600764813703362,TCGA_LUAD
8,16,PCA,30,0.23694085068091428,TCGA_LUAD
8,16,PCA,50,0.31080218019892336,TCGA_LUAD
8,16,tSNE,10,0.44929755344347994,TCGA_LUAD
8,16,tSNE,30,0.49685307803335244,TCGA_LUAD
8,16,tSNE,50,0.5206262908370574,TCGA_LUAD
9,16,UMAP,10,0.40450550426865667,TCGA_LUAD
9,16,UMAP,30,0.4513552363162475,TCGA_LUAD
9,16,UMAP,50,0.4678249013944451,TCGA_LUAD
9,16,PCA,10,0.19201311287156225,TCGA_LUAD
9,16,PCA,30,0.2777545206539848,TCGA_LUAD
9,16,PCA,50,0.3477884300016263,TCGA_LUAD
9,16,tSNE,10,0.44144409355712394,TCGA_LUAD
9,16,tSNE,30,0.469256667784265,TCGA_LUAD
9,16,tSNE,50,0.5014354058959266,TCGA_LUAD
0,32,UMAP,10,0.3326980555111811,TCGA_LUAD
0,32,UMAP,30,0.39036502331816086,TCGA_LUAD
0,32,UMAP,50,0.42101759458687116,TCGA_LUAD
0,32,PCA,10,0.13531621193202656,TCGA_LUAD
0,32,PCA,30,0.22485648003038558,TCGA_LUAD
0,32,PCA,50,0.29411551017405513,TCGA_LUAD
0,32,tSNE,10,0.3605164707818713,TCGA_LUAD
0,32,tSNE,30,0.4071849447578717,TCGA_LUAD
0,32,tSNE,50,0.44885362831791775,TCGA_LUAD
1,32,UMAP,10,0.3835337892679073,TCGA_LUAD
1,32,UMAP,30,0.42153689257643884,TCGA_LUAD
1,32,UMAP,50,0.44728668889455814,TCGA_LUAD
1,32,PCA,10,0.1405343935250728,TCGA_LUAD
1,32,PCA,30,0.18882947264899227,TCGA_LUAD
1,32,PCA,50,0.24079847949208308,TCGA_LUAD
1,32,tSNE,10,0.4066890286614274,TCGA_LUAD
1,32,tSNE,30,0.4498630296777802,TCGA_LUAD
1,32,tSNE,50,0.477964095136441,TCGA_LUAD
2,32,UMAP,10,0.40170665005199896,TCGA_LUAD
2,32,UMAP,30,0.44600042442464893,TCGA_LUAD
2,32,UMAP,50,0.43845392746374523,TCGA_LUAD
2,32,PCA,10,0.21249959415785538,TCGA_LUAD
2,32,PCA,30,0.32483303255108004,TCGA_LUAD
2,32,PCA,50,0.3890663241990826,TCGA_LUAD
2,32,tSNE,10,0.40772401310614176,TCGA_LUAD
2,32,tSNE,30,0.4615484050511287,TCGA_LUAD
2,32,tSNE,50,0.4942638231486563,TCGA_LUAD
3,32,UMAP,10,0.33479599558705553,TCGA_LUAD
3,32,UMAP,30,0.3718803717182731,TCGA_LUAD
3,32,UMAP,50,0.3685573380877132,TCGA_LUAD
3,32,PCA,10,0.15545791151721639,TCGA_LUAD
3,32,PCA,30,0.25899588348961206,TCGA_LUAD
3,32,PCA,50,0.32258290231074804,TCGA_LUAD
3,32,tSNE,10,0.35024410003214057,TCGA_LUAD
3,32,tSNE,30,0.4163991330571466,TCGA_LUAD
3,32,tSNE,50,0.447201729107942,TCGA_LUAD
4,32,UMAP,10,0.4037815457560778,TCGA_LUAD
4,32,UMAP,30,0.4423820440260681,TCGA_LUAD
4,32,UMAP,50,0.4644380250007824,TCGA_LUAD
4,32,PCA,10,0.2145256878639259,TCGA_LUAD
4,32,PCA,30,0.3224322755965074,TCGA_LUAD
4,32,PCA,50,0.39859173823589383,TCGA_LUAD
4,32,tSNE,10,0.4373889356057414,TCGA_LUAD
4,32,tSNE,30,0.49275275138058816,TCGA_LUAD
4,32,tSNE,50,0.5217792548203427,TCGA_LUAD
5,32,UMAP,10,0.3837231106742314,TCGA_LUAD
5,32,UMAP,30,0.38582885453752036,TCGA_LUAD
5,32,UMAP,50,0.4159011155907347,TCGA_LUAD
5,32,PCA,10,0.1615196297161421,TCGA_LUAD
5,32,PCA,30,0.2249536449239817,TCGA_LUAD
5,32,PCA,50,0.2891400084046384,TCGA_LUAD
5,32,tSNE,10,0.4150981843030766,TCGA_LUAD
5,32,tSNE,30,0.42204125549283183,TCGA_LUAD
5,32,tSNE,50,0.45658884947594075,TCGA_LUAD
6,32,UMAP,10,0.408626736605929,TCGA_LUAD
6,32,UMAP,30,0.4658847873428112,TCGA_LUAD
6,32,UMAP,50,0.47844378125044407,TCGA_LUAD
6,32,PCA,10,0.17963542730660848,TCGA_LUAD
6,32,PCA,30,0.2632954685987715,TCGA_LUAD
6,32,PCA,50,0.35520035507320313,TCGA_LUAD
6,32,tSNE,10,0.4222166184828504,TCGA_LUAD
6,32,tSNE,30,0.4858504285282398,TCGA_LUAD
6,32,tSNE,50,0.5354435051426102,TCGA_LUAD
7,32,UMAP,10,0.34843113682451166,TCGA_LUAD
7,32,UMAP,30,0.39512641327699666,TCGA_LUAD
7,32,UMAP,50,0.4841866219778944,TCGA_LUAD
7,32,PCA,10,0.19036890194544254,TCGA_LUAD
7,32,PCA,30,0.29283935635167335,TCGA_LUAD
7,32,PCA,50,0.3797943057820359,TCGA_LUAD
7,32,tSNE,10,0.38790434016287045,TCGA_LUAD
7,32,tSNE,30,0.4342507884205824,TCGA_LUAD
7,32,tSNE,50,0.5040404351007206,TCGA_LUAD
8,32,UMAP,10,0.34619849744181047,TCGA_LUAD
8,32,UMAP,30,0.3530608244856155,TCGA_LUAD
8,32,UMAP,50,0.37205795102700334,TCGA_LUAD
8,32,PCA,10,0.13538969824592684,TCGA_LUAD
8,32,PCA,30,0.1982425647086981,TCGA_LUAD
8,32,PCA,50,0.2601585092375174,TCGA_LUAD
8,32,tSNE,10,0.3713628568771388,TCGA_LUAD
8,32,tSNE,30,0.37520562029562443,TCGA_LUAD
8,32,tSNE,50,0.39441683778838643,TCGA_LUAD
9,32,UMAP,10,0.4314490178641958,TCGA_LUAD
9,32,UMAP,30,0.4566079635284007,TCGA_LUAD
9,32,UMAP,50,0.48435766610818737,TCGA_LUAD
9,32,PCA,10,0.2477422459754615,TCGA_LUAD
9,32,PCA,30,0.3602192512289661,TCGA_LUAD
9,32,PCA,50,0.43245108972822166,TCGA_LUAD
9,32,tSNE,10,0.45171675680706513,TCGA_LUAD
9,32,tSNE,30,0.5132321857511191,TCGA_LUAD
9,32,tSNE,50,0.5497890994641733,TCGA_LUAD
0,64,UMAP,10,0.2676963773341045,TCGA_LUAD
0,64,UMAP,30,0.30424363718010183,TCGA_LUAD
0,64,UMAP,50,0.3369102492277729,TCGA_LUAD
0,64,PCA,10,0.11583524573219244,TCGA_LUAD
0,64,PCA,30,0.1702978650894449,TCGA_LUAD
0,64,PCA,50,0.24137688820940148,TCGA_LUAD
0,64,tSNE,10,0.28493166277055176,TCGA_LUAD
0,64,tSNE,30,0.3156522630678274,TCGA_LUAD
0,64,tSNE,50,0.3512729299534737,TCGA_LUAD
1,64,UMAP,10,0.31698495695613044,TCGA_LUAD
1,64,UMAP,30,0.3478743248290638,TCGA_LUAD
1,64,UMAP,50,0.36964183447288956,TCGA_LUAD
1,64,PCA,10,0.10770281350448509,TCGA_LUAD
1,64,PCA,30,0.18656312604922706,TCGA_LUAD
1,64,PCA,50,0.2576651834983588,TCGA_LUAD
1,64,tSNE,10,0.3412210500489554,TCGA_LUAD
1,64,tSNE,30,0.3478586687131047,TCGA_LUAD
1,64,tSNE,50,0.37636896205998,TCGA_LUAD
2,64,UMAP,10,0.2774264161121582,TCGA_LUAD
2,64,UMAP,30,0.2767738239403993,TCGA_LUAD
2,64,UMAP,50,0.30640988674097336,TCGA_LUAD
2,64,PCA,10,0.12507030751815185,TCGA_LUAD
2,64,PCA,30,0.17801357885252478,TCGA_LUAD
2,64,PCA,50,0.21688078284547554,TCGA_LUAD
2,64,tSNE,10,0.28757134966589176,TCGA_LUAD
2,64,tSNE,30,0.3039384185459421,TCGA_LUAD
2,64,tSNE,50,0.34617680005949764,TCGA_LUAD
3,64,UMAP,10,0.30300640589972055,TCGA_LUAD
3,64,UMAP,30,0.32623968028506345,TCGA_LUAD
3,64,UMAP,50,0.3544910076763861,TCGA_LUAD
3,64,PCA,10,0.12020704024636898,TCGA_LUAD
3,64,PCA,30,0.1890187113124317,TCGA_LUAD
3,64,PCA,50,0.2591114534890986,TCGA_LUAD
3,64,tSNE,10,0.32792827871403285,TCGA_LUAD
3,64,tSNE,30,0.3514203652443406,TCGA_LUAD
3,64,tSNE,50,0.38721536285824015,TCGA_LUAD
4,64,UMAP,10,0.2577712117719119,TCGA_LUAD
4,64,UMAP,30,0.28641767306633603,TCGA_LUAD
4,64,UMAP,50,0.3075663809403309,TCGA_LUAD
4,64,PCA,10,0.0999546802572216,TCGA_LUAD
4,64,PCA,30,0.1416355417938979,TCGA_LUAD
4,64,PCA,50,0.19108436191993203,TCGA_LUAD
4,64,tSNE,10,0.27579026692899505,TCGA_LUAD
4,64,tSNE,30,0.28210120005096273,TCGA_LUAD
4,64,tSNE,50,0.31837309842050054,TCGA_LUAD
5,64,UMAP,10,0.2766582821746974,TCGA_LUAD
5,64,UMAP,30,0.29536489091350365,TCGA_LUAD
5,64,UMAP,50,0.3527929086784301,TCGA_LUAD
5,64,PCA,10,0.11618103258970133,TCGA_LUAD
5,64,PCA,30,0.19344743335736642,TCGA_LUAD
5,64,PCA,50,0.2664884771740502,TCGA_LUAD
5,64,tSNE,10,0.2931032845620031,TCGA_LUAD
5,64,tSNE,30,0.31185007587209257,TCGA_LUAD
5,64,tSNE,50,0.36353359260871454,TCGA_LUAD
6,64,UMAP,10,0.3128037484145745,TCGA_LUAD
6,64,UMAP,30,0.33122943263122595,TCGA_LUAD
6,64,UMAP,50,0.3459381487965549,TCGA_LUAD
6,64,PCA,10,0.12261694629267844,TCGA_LUAD
6,64,PCA,30,0.20489081922224658,TCGA_LUAD
6,64,PCA,50,0.27680992857471687,TCGA_LUAD
6,64,tSNE,10,0.33401671613171574,TCGA_LUAD
6,64,tSNE,30,0.35350625300490546,TCGA_LUAD
6,64,tSNE,50,0.3971356049666272,TCGA_LUAD
7,64,UMAP,10,0.33049829819157783,TCGA_LUAD
7,64,UMAP,30,0.34743643560911763,TCGA_LUAD
7,64,UMAP,50,0.36232511793122346,TCGA_LUAD
7,64,PCA,10,0.12998350352850457,TCGA_LUAD
7,64,PCA,30,0.1930589858372003,TCGA_LUAD
7,64,PCA,50,0.25501609505438877,TCGA_LUAD
7,64,tSNE,10,0.34258286955368206,TCGA_LUAD
7,64,tSNE,30,0.3615417833862345,TCGA_LUAD
7,64,tSNE,50,0.3982210987207422,TCGA_LUAD
8,64,UMAP,10,0.30274595305664453,TCGA_LUAD
8,64,UMAP,30,0.3130334592043373,TCGA_LUAD
8,64,UMAP,50,0.37945911897281853,TCGA_LUAD
8,64,PCA,10,0.1379021170398387,TCGA_LUAD
8,64,PCA,30,0.20088655750702794,TCGA_LUAD
8,64,PCA,50,0.24884843964328568,TCGA_LUAD
8,64,tSNE,10,0.3079165679224207,TCGA_LUAD
8,64,tSNE,30,0.32790546037147084,TCGA_LUAD
8,64,tSNE,50,0.3773740851415293,TCGA_LUAD
9,64,UMAP,10,0.3932107709060744,TCGA_LUAD
9,64,UMAP,30,0.4651476504138767,TCGA_LUAD
9,64,UMAP,50,0.5114880751577433,TCGA_LUAD
9,64,PCA,10,0.18696799744481044,TCGA_LUAD
9,64,PCA,30,0.2869929171449234,TCGA_LUAD
9,64,PCA,50,0.35817482542396034,TCGA_LUAD
9,64,tSNE,10,0.4293109909911865,TCGA_LUAD
9,64,tSNE,30,0.5122928437802808,TCGA_LUAD
9,64,tSNE,50,0.5615076528181465,TCGA_LUAD
